P1_Pos, P1_Cash, P1_Props, P2_Pos, P2_Cash, P2_Props
================================================== Simulated Game #0 ==================================================
9, 40, [14, 17, 18, 19, 3, 9], 21, 804, [13, 21]
9, 40, [14, 17, 18, 19, 3, 9], 5, 804, [13, 21]
13, 20, [14, 17, 18, 19, 3, 9], 5, 804, [13, 21]
13, 20, [14, 17, 18, 19, 3, 9], 10, 804, [13, 21]
14, 20, [14, 17, 18, 19, 3, 9], 10, 804, [13, 21]
14, 20, [14, 17, 18, 19, 3, 9], 15, 544, [13, 21, 15]
15, -2, [14, 17, 18, 19, 3, 9], 15, 544, [13, 21, 15]
================================================== Simulated Game #100 ==================================================
0, 1500, [], 0, 1500, []
6, 1500, [], 0, 1500, []
6, 1500, [], 5, 1500, []
11, 1280, [11], 5, 1500, []
11, 1280, [11], 10, 1500, []
18, 980, [11, 18], 10, 1500, []
18, 980, [11, 18], 17, 1200, [17]
2, 880, [11, 18, 2], 17, 1200, [17]
2, 880, [11, 18, 2], 1, 1140, [17, 1]
7, 720, [11, 18, 2, 7], 1, 1140, [17, 1]
7, 720, [11, 18, 2, 7], 7, 1128, [17, 1]
8, 720, [11, 18, 2, 7], 7, 1128, [17, 1]
8, 720, [11, 18, 2, 7], 8, 1128, [17, 1]
9, 540, [11, 18, 2, 7, 9], 8, 1128, [17, 1]
9, 540, [11, 18, 2, 7, 9], 14, 868, [17, 1, 14]
11, 540, [11, 18, 2, 7, 9], 14, 868, [17, 1, 14]
11, 540, [11, 18, 2, 7, 9], 15, 608, [17, 1, 14, 15]
16, 260, [11, 18, 2, 7, 9, 16], 15, 608, [17, 1, 14, 15]
16, 260, [11, 18, 2, 7, 9, 16], 17, 608, [17, 1, 14, 15]
17, 234, [11, 18, 2, 7, 9, 16], 17, 608, [17, 1, 14, 15]
17, 234, [11, 18, 2, 7, 9, 16], 18, 582, [17, 1, 14, 15]
19, 234, [11, 18, 2, 7, 9, 16], 18, 582, [17, 1, 14, 15]
19, 234, [11, 18, 2, 7, 9, 16], 3, 482, [17, 1, 14, 15, 3]
20, 234, [11, 18, 2, 7, 9, 16], 3, 482, [17, 1, 14, 15, 3]
20, 234, [11, 18, 2, 7, 9, 16], 7, 470, [17, 1, 14, 15, 3]
4, 114, [11, 18, 2, 7, 9, 16, 4], 7, 470, [17, 1, 14, 15, 3]
4, 114, [11, 18, 2, 7, 9, 16, 4], 13, 470, [17, 1, 14, 15, 3]
10, 114, [11, 18, 2, 7, 9, 16, 4], 13, 470, [17, 1, 14, 15, 3]
10, 114, [11, 18, 2, 7, 9, 16, 4], 16, 446, [17, 1, 14, 15, 3]
12, 114, [11, 18, 2, 7, 9, 16, 4], 16, 446, [17, 1, 14, 15, 3]
12, 114, [11, 18, 2, 7, 9, 16, 4], 1, 446, [17, 1, 14, 15, 3]
17, 88, [11, 18, 2, 7, 9, 16, 4], 1, 446, [17, 1, 14, 15, 3]
17, 88, [11, 18, 2, 7, 9, 16, 4], 4, 438, [17, 1, 14, 15, 3]
0, 28, [11, 18, 2, 7, 9, 16, 4, 0], 4, 438, [17, 1, 14, 15, 3]
0, 28, [11, 18, 2, 7, 9, 16, 4, 0], 6, 438, [17, 1, 14, 15, 3]
3, 22, [11, 18, 2, 7, 9, 16, 4, 0], 6, 438, [17, 1, 14, 15, 3]
3, 22, [11, 18, 2, 7, 9, 16, 4, 0], 12, 438, [17, 1, 14, 15, 3]
10, 22, [11, 18, 2, 7, 9, 16, 4, 0], 12, 438, [17, 1, 14, 15, 3]
10, 22, [11, 18, 2, 7, 9, 16, 4, 0], 15, 438, [17, 1, 14, 15, 3]
17, -4, [11, 18, 2, 7, 9, 16, 4, 0], 15, 438, [17, 1, 14, 15, 3]
================================================== Simulated Game #101 ==================================================
0, 1500, [], 0, 1500, []
2, 1400, [2], 0, 1500, []
2, 1400, [2], 7, 1340, [7]
7, 1388, [2], 7, 1340, [7]
7, 1388, [2], 13, 1100, [7, 13]
12, 1388, [2], 13, 1100, [7, 13]
12, 1388, [2], 17, 1100, [7, 13]
15, 1388, [2], 17, 1100, [7, 13]
15, 1388, [2], 2, 1094, [7, 13]
20, 1388, [2], 2, 1094, [7, 13]
20, 1388, [2], 8, 914, [7, 13, 8]
5, 1248, [2, 5], 8, 914, [7, 13, 8]
5, 1248, [2, 5], 12, 914, [7, 13, 8]
12, 1248, [2, 5], 12, 914, [7, 13, 8]
12, 1248, [2, 5], 14, 654, [7, 13, 8, 14]
19, 1248, [2, 5], 14, 654, [7, 13, 8, 14]
19, 1248, [2, 5], 17, 654, [7, 13, 8, 14]
2, 1248, [2, 5], 17, 654, [7, 13, 8, 14]
2, 1248, [2, 5], 21, 254, [7, 13, 8, 14, 21]
9, 1248, [2, 5], 21, 254, [7, 13, 8, 14, 21]
9, 1248, [2, 5], 4, 134, [7, 13, 8, 14, 21, 4]
10, 1248, [2, 5], 4, 134, [7, 13, 8, 14, 21, 4]
10, 1248, [2, 5], 10, 134, [7, 13, 8, 14, 21, 4]
11, 1028, [2, 5, 11], 10, 134, [7, 13, 8, 14, 21, 4]
11, 1028, [2, 5, 11], 16, 134, [7, 13, 8, 14, 21, 4]
17, 1028, [2, 5, 11], 16, 134, [7, 13, 8, 14, 21, 4]
17, 1028, [2, 5, 11], 18, 134, [7, 13, 8, 14, 21, 4]
18, 1028, [2, 5, 11], 18, 134, [7, 13, 8, 14, 21, 4]
18, 1028, [2, 5, 11], 1, 74, [7, 13, 8, 14, 21, 4, 1]
0, 1028, [2, 5, 11], 1, 74, [7, 13, 8, 14, 21, 4, 1]
0, 1028, [2, 5, 11], 7, 74, [7, 13, 8, 14, 21, 4, 1]
4, 1020, [2, 5, 11], 7, 74, [7, 13, 8, 14, 21, 4, 1]
4, 1020, [2, 5, 11], 10, 74, [7, 13, 8, 14, 21, 4, 1]
6, 1020, [2, 5, 11], 10, 74, [7, 13, 8, 14, 21, 4, 1]
6, 1020, [2, 5, 11], 16, 74, [7, 13, 8, 14, 21, 4, 1]
7, 1008, [2, 5, 11], 16, 74, [7, 13, 8, 14, 21, 4, 1]
7, 1008, [2, 5, 11], 20, 74, [7, 13, 8, 14, 21, 4, 1]
9, 1008, [2, 5, 11], 20, 74, [7, 13, 8, 14, 21, 4, 1]
9, 1008, [2, 5, 11], 0, 14, [7, 13, 8, 14, 21, 4, 1, 0]
15, 748, [2, 5, 11, 15], 0, 14, [7, 13, 8, 14, 21, 4, 1, 0]
15, 748, [2, 5, 11, 15], 1, 14, [7, 13, 8, 14, 21, 4, 1, 0]
18, 448, [2, 5, 11, 15, 18], 1, 14, [7, 13, 8, 14, 21, 4, 1, 0]
18, 448, [2, 5, 11, 15, 18], 6, 14, [7, 13, 8, 14, 21, 4, 1, 0]
19, 448, [2, 5, 11, 15, 18], 6, 14, [7, 13, 8, 14, 21, 4, 1, 0]
19, 448, [2, 5, 11, 15, 18], 9, 14, [7, 13, 8, 14, 21, 4, 1, 0]
20, 98, [2, 5, 11, 15, 18, 20], 9, 14, [7, 13, 8, 14, 21, 4, 1, 0]
20, 98, [2, 5, 11, 15, 18, 20], 16, 14, [7, 13, 8, 14, 21, 4, 1, 0]
21, 48, [2, 5, 11, 15, 18, 20], 16, 14, [7, 13, 8, 14, 21, 4, 1, 0]
21, 48, [2, 5, 11, 15, 18, 20], 21, 14, [7, 13, 8, 14, 21, 4, 1, 0]
3, 48, [2, 5, 11, 15, 18, 20], 21, 14, [7, 13, 8, 14, 21, 4, 1, 0]
3, 48, [2, 5, 11, 15, 18, 20], 0, 14, [7, 13, 8, 14, 21, 4, 1, 0]
10, 48, [2, 5, 11, 15, 18, 20], 0, 14, [7, 13, 8, 14, 21, 4, 1, 0]
10, 48, [2, 5, 11, 15, 18, 20], 1, 14, [7, 13, 8, 14, 21, 4, 1, 0]
11, 48, [2, 5, 11, 15, 18, 20], 1, 14, [7, 13, 8, 14, 21, 4, 1, 0]
11, 48, [2, 5, 11, 15, 18, 20], 4, 14, [7, 13, 8, 14, 21, 4, 1, 0]
14, 26, [2, 5, 11, 15, 18, 20], 4, 14, [7, 13, 8, 14, 21, 4, 1, 0]
14, 26, [2, 5, 11, 15, 18, 20], 7, 14, [7, 13, 8, 14, 21, 4, 1, 0]
16, 26, [2, 5, 11, 15, 18, 20], 7, 14, [7, 13, 8, 14, 21, 4, 1, 0]
16, 26, [2, 5, 11, 15, 18, 20], 8, 14, [7, 13, 8, 14, 21, 4, 1, 0]
19, 26, [2, 5, 11, 15, 18, 20], 8, 14, [7, 13, 8, 14, 21, 4, 1, 0]
19, 26, [2, 5, 11, 15, 18, 20], 11, -4, [7, 13, 8, 14, 21, 4, 1, 0]
================================================== Simulated Game #102 ==================================================
0, 1500, [], 0, 1500, []
3, 1400, [3], 0, 1500, []
3, 1400, [3], 2, 1500, []
5, 1400, [3], 2, 1500, []
5, 1400, [3], 3, 1494, []
8, 1400, [3], 3, 1494, []
8, 1400, [3], 4, 1494, []
9, 1400, [3], 4, 1494, []
9, 1400, [3], 5, 1494, []
16, 1120, [3, 16], 5, 1494, []
16, 1120, [3, 16], 7, 1494, []
21, 1120, [3, 16], 7, 1494, []
21, 1120, [3, 16], 13, 1494, []
0, 1060, [3, 16, 0], 13, 1494, []
0, 1060, [3, 16, 0], 14, 1234, [14]
1, 1060, [3, 16, 0], 14, 1234, [14]
1, 1060, [3, 16, 0], 21, 834, [14, 21]
6, 1060, [3, 16, 0], 21, 834, [14, 21]
6, 1060, [3, 16, 0], 4, 714, [14, 21, 4]
10, 860, [3, 16, 0, 10], 4, 714, [14, 21, 4]
10, 860, [3, 16, 0, 10], 5, 714, [14, 21, 4]
14, 838, [3, 16, 0, 10], 5, 714, [14, 21, 4]
14, 838, [3, 16, 0, 10], 8, 534, [14, 21, 4, 8]
20, 838, [3, 16, 0, 10], 8, 534, [14, 21, 4, 8]
20, 838, [3, 16, 0, 10], 15, 274, [14, 21, 4, 8, 15]
4, 830, [3, 16, 0, 10], 15, 274, [14, 21, 4, 8, 15]
4, 830, [3, 16, 0, 10], 20, 274, [14, 21, 4, 8, 15]
11, 610, [3, 16, 0, 10, 11], 20, 274, [14, 21, 4, 8, 15]
11, 610, [3, 16, 0, 10, 11], 1, 274, [14, 21, 4, 8, 15]
14, 588, [3, 16, 0, 10, 11], 1, 274, [14, 21, 4, 8, 15]
14, 588, [3, 16, 0, 10, 11], 5, 274, [14, 21, 4, 8, 15]
21, 538, [3, 16, 0, 10, 11], 5, 274, [14, 21, 4, 8, 15]
21, 538, [3, 16, 0, 10, 11], 8, 274, [14, 21, 4, 8, 15]
4, 530, [3, 16, 0, 10, 11], 8, 274, [14, 21, 4, 8, 15]
4, 530, [3, 16, 0, 10, 11], 9, 94, [14, 21, 4, 8, 15, 9]
10, 530, [3, 16, 0, 10, 11], 9, 94, [14, 21, 4, 8, 15, 9]
10, 530, [3, 16, 0, 10, 11], 10, 78, [14, 21, 4, 8, 15, 9]
13, 530, [3, 16, 0, 10, 11], 10, 78, [14, 21, 4, 8, 15, 9]
13, 530, [3, 16, 0, 10, 11], 13, 78, [14, 21, 4, 8, 15, 9]
17, 230, [3, 16, 0, 10, 11, 17], 13, 78, [14, 21, 4, 8, 15, 9]
17, 230, [3, 16, 0, 10, 11, 17], 17, 52, [14, 21, 4, 8, 15, 9]
20, 230, [3, 16, 0, 10, 11, 17], 17, 52, [14, 21, 4, 8, 15, 9]
20, 230, [3, 16, 0, 10, 11, 17], 20, 52, [14, 21, 4, 8, 15, 9]
1, 230, [3, 16, 0, 10, 11, 17], 20, 52, [14, 21, 4, 8, 15, 9]
1, 230, [3, 16, 0, 10, 11, 17], 21, 52, [14, 21, 4, 8, 15, 9]
4, 222, [3, 16, 0, 10, 11, 17], 21, 52, [14, 21, 4, 8, 15, 9]
4, 222, [3, 16, 0, 10, 11, 17], 0, 50, [14, 21, 4, 8, 15, 9]
5, 82, [3, 16, 0, 10, 11, 17, 5], 0, 50, [14, 21, 4, 8, 15, 9]
5, 82, [3, 16, 0, 10, 11, 17, 5], 6, 50, [14, 21, 4, 8, 15, 9]
12, 82, [3, 16, 0, 10, 11, 17, 5], 6, 50, [14, 21, 4, 8, 15, 9]
12, 82, [3, 16, 0, 10, 11, 17, 5], 10, 34, [14, 21, 4, 8, 15, 9]
15, 60, [3, 16, 0, 10, 11, 17, 5], 10, 34, [14, 21, 4, 8, 15, 9]
15, 60, [3, 16, 0, 10, 11, 17, 5], 16, 10, [14, 21, 4, 8, 15, 9]
16, 60, [3, 16, 0, 10, 11, 17, 5], 16, 10, [14, 21, 4, 8, 15, 9]
16, 60, [3, 16, 0, 10, 11, 17, 5], 18, 10, [14, 21, 4, 8, 15, 9]
1, 60, [3, 16, 0, 10, 11, 17, 5], 18, 10, [14, 21, 4, 8, 15, 9]
1, 60, [3, 16, 0, 10, 11, 17, 5], 1, 10, [14, 21, 4, 8, 15, 9]
3, 60, [3, 16, 0, 10, 11, 17, 5], 1, 10, [14, 21, 4, 8, 15, 9]
3, 60, [3, 16, 0, 10, 11, 17, 5], 7, 10, [14, 21, 4, 8, 15, 9]
8, 46, [3, 16, 0, 10, 11, 17, 5], 7, 10, [14, 21, 4, 8, 15, 9]
8, 46, [3, 16, 0, 10, 11, 17, 5], 9, 10, [14, 21, 4, 8, 15, 9]
13, 46, [3, 16, 0, 10, 11, 17, 5], 9, 10, [14, 21, 4, 8, 15, 9]
13, 46, [3, 16, 0, 10, 11, 17, 5], 15, 10, [14, 21, 4, 8, 15, 9]
20, 46, [3, 16, 0, 10, 11, 17, 5], 15, 10, [14, 21, 4, 8, 15, 9]
20, 46, [3, 16, 0, 10, 11, 17, 5], 17, -16, [14, 21, 4, 8, 15, 9]
================================================== Simulated Game #103 ==================================================
0, 1500, [], 0, 1500, []
6, 1360, [6], 0, 1500, []
6, 1360, [6], 2, 1500, []
10, 1360, [6], 2, 1500, []
10, 1360, [6], 3, 1400, [3]
16, 1080, [6, 16], 3, 1400, [3]
16, 1080, [6, 16], 5, 1260, [3, 5]
1, 1020, [6, 16, 1], 5, 1260, [3, 5]
1, 1020, [6, 16, 1], 8, 1080, [3, 5, 8]
5, 1010, [6, 16, 1], 8, 1080, [3, 5, 8]
5, 1010, [6, 16, 1], 15, 820, [3, 5, 8, 15]
7, 850, [6, 16, 1, 7], 15, 820, [3, 5, 8, 15]
7, 850, [6, 16, 1, 7], 20, 470, [3, 5, 8, 15, 20]
10, 650, [6, 16, 1, 7, 10], 20, 470, [3, 5, 8, 15, 20]
10, 650, [6, 16, 1, 7, 10], 1, 466, [3, 5, 8, 15, 20]
11, 650, [6, 16, 1, 7, 10], 1, 466, [3, 5, 8, 15, 20]
11, 650, [6, 16, 1, 7, 10], 5, 466, [3, 5, 8, 15, 20]
15, 628, [6, 16, 1, 7, 10], 5, 466, [3, 5, 8, 15, 20]
15, 628, [6, 16, 1, 7, 10], 9, 466, [3, 5, 8, 15, 20]
19, 308, [6, 16, 1, 7, 10, 19], 9, 466, [3, 5, 8, 15, 20]
19, 308, [6, 16, 1, 7, 10, 19], 16, 442, [3, 5, 8, 15, 20]
2, 308, [6, 16, 1, 7, 10, 19], 16, 442, [3, 5, 8, 15, 20]
2, 308, [6, 16, 1, 7, 10, 19], 21, 442, [3, 5, 8, 15, 20]
9, 128, [6, 16, 1, 7, 10, 19, 9], 21, 442, [3, 5, 8, 15, 20]
9, 128, [6, 16, 1, 7, 10, 19, 9], 1, 438, [3, 5, 8, 15, 20]
14, 128, [6, 16, 1, 7, 10, 19, 9], 1, 438, [3, 5, 8, 15, 20]
14, 128, [6, 16, 1, 7, 10, 19, 9], 2, 438, [3, 5, 8, 15, 20]
19, 128, [6, 16, 1, 7, 10, 19, 9], 2, 438, [3, 5, 8, 15, 20]
19, 128, [6, 16, 1, 7, 10, 19, 9], 6, 428, [3, 5, 8, 15, 20]
2, 28, [6, 16, 1, 7, 10, 19, 9, 2], 6, 428, [3, 5, 8, 15, 20]
2, 28, [6, 16, 1, 7, 10, 19, 9, 2], 7, 416, [3, 5, 8, 15, 20]
5, 18, [6, 16, 1, 7, 10, 19, 9, 2], 7, 416, [3, 5, 8, 15, 20]
5, 18, [6, 16, 1, 7, 10, 19, 9, 2], 8, 416, [3, 5, 8, 15, 20]
9, 18, [6, 16, 1, 7, 10, 19, 9, 2], 8, 416, [3, 5, 8, 15, 20]
9, 18, [6, 16, 1, 7, 10, 19, 9, 2], 12, 196, [3, 5, 8, 15, 20, 12]
11, 18, [6, 16, 1, 7, 10, 19, 9, 2], 12, 196, [3, 5, 8, 15, 20, 12]
11, 18, [6, 16, 1, 7, 10, 19, 9, 2], 18, 196, [3, 5, 8, 15, 20, 12]
17, 18, [6, 16, 1, 7, 10, 19, 9, 2], 18, 196, [3, 5, 8, 15, 20, 12]
17, 18, [6, 16, 1, 7, 10, 19, 9, 2], 0, 196, [3, 5, 8, 15, 20, 12]
20, -17, [6, 16, 1, 7, 10, 19, 9, 2], 0, 196, [3, 5, 8, 15, 20, 12]
================================================== Simulated Game #104 ==================================================
0, 1500, [], 0, 1500, []
1, 1500, [], 0, 1500, []
1, 1500, [], 6, 1360, [6]
4, 1380, [4], 6, 1360, [6]
4, 1380, [4], 10, 1160, [6, 10]
11, 1160, [4, 11], 10, 1160, [6, 10]
11, 1160, [4, 11], 16, 1160, [6, 10]
13, 920, [4, 11, 13], 16, 1160, [6, 10]
13, 920, [4, 11, 13], 0, 1160, [6, 10]
20, 570, [4, 11, 13, 20], 0, 1160, [6, 10]
20, 570, [4, 11, 13, 20], 5, 1020, [6, 10, 5]
4, 570, [4, 11, 13, 20], 5, 1020, [6, 10, 5]
4, 570, [4, 11, 13, 20], 8, 1020, [6, 10, 5]
6, 560, [4, 11, 13, 20], 8, 1020, [6, 10, 5]
6, 560, [4, 11, 13, 20], 12, 1020, [6, 10, 5]
10, 544, [4, 11, 13, 20], 12, 1020, [6, 10, 5]
10, 544, [4, 11, 13, 20], 16, 740, [6, 10, 5, 16]
14, 544, [4, 11, 13, 20], 16, 740, [6, 10, 5, 16]
14, 544, [4, 11, 13, 20], 18, 440, [6, 10, 5, 16, 18]
20, 544, [4, 11, 13, 20], 18, 440, [6, 10, 5, 16, 18]
20, 544, [4, 11, 13, 20], 0, 380, [6, 10, 5, 16, 18, 0]
21, 144, [4, 11, 13, 20, 21], 0, 380, [6, 10, 5, 16, 18, 0]
21, 144, [4, 11, 13, 20, 21], 2, 380, [6, 10, 5, 16, 18, 0]
5, 134, [4, 11, 13, 20, 21], 2, 380, [6, 10, 5, 16, 18, 0]
5, 134, [4, 11, 13, 20, 21], 7, 380, [6, 10, 5, 16, 18, 0]
12, 134, [4, 11, 13, 20, 21], 7, 380, [6, 10, 5, 16, 18, 0]
12, 134, [4, 11, 13, 20, 21], 12, 160, [6, 10, 5, 16, 18, 0, 12]
17, 134, [4, 11, 13, 20, 21], 12, 160, [6, 10, 5, 16, 18, 0, 12]
17, 134, [4, 11, 13, 20, 21], 18, 160, [6, 10, 5, 16, 18, 0, 12]
19, 134, [4, 11, 13, 20, 21], 18, 160, [6, 10, 5, 16, 18, 0, 12]
19, 134, [4, 11, 13, 20, 21], 21, 60, [6, 10, 5, 16, 18, 0, 12]
4, 134, [4, 11, 13, 20, 21], 21, 60, [6, 10, 5, 16, 18, 0, 12]
4, 134, [4, 11, 13, 20, 21], 1, 60, [6, 10, 5, 16, 18, 0, 12]
8, 134, [4, 11, 13, 20, 21], 1, 60, [6, 10, 5, 16, 18, 0, 12]
8, 134, [4, 11, 13, 20, 21], 2, 60, [6, 10, 5, 16, 18, 0, 12]
14, 134, [4, 11, 13, 20, 21], 2, 60, [6, 10, 5, 16, 18, 0, 12]
14, 134, [4, 11, 13, 20, 21], 9, 60, [6, 10, 5, 16, 18, 0, 12]
20, 134, [4, 11, 13, 20, 21], 9, 60, [6, 10, 5, 16, 18, 0, 12]
20, 134, [4, 11, 13, 20, 21], 11, 42, [6, 10, 5, 16, 18, 0, 12]
2, 134, [4, 11, 13, 20, 21], 11, 42, [6, 10, 5, 16, 18, 0, 12]
2, 134, [4, 11, 13, 20, 21], 15, 42, [6, 10, 5, 16, 18, 0, 12]
7, 134, [4, 11, 13, 20, 21], 15, 42, [6, 10, 5, 16, 18, 0, 12]
7, 134, [4, 11, 13, 20, 21], 18, 42, [6, 10, 5, 16, 18, 0, 12]
14, 134, [4, 11, 13, 20, 21], 18, 42, [6, 10, 5, 16, 18, 0, 12]
14, 134, [4, 11, 13, 20, 21], 3, 42, [6, 10, 5, 16, 18, 0, 12]
16, 110, [4, 11, 13, 20, 21], 3, 42, [6, 10, 5, 16, 18, 0, 12]
16, 110, [4, 11, 13, 20, 21], 6, 42, [6, 10, 5, 16, 18, 0, 12]
17, 110, [4, 11, 13, 20, 21], 6, 42, [6, 10, 5, 16, 18, 0, 12]
17, 110, [4, 11, 13, 20, 21], 12, 42, [6, 10, 5, 16, 18, 0, 12]
21, 110, [4, 11, 13, 20, 21], 12, 42, [6, 10, 5, 16, 18, 0, 12]
21, 110, [4, 11, 13, 20, 21], 14, 42, [6, 10, 5, 16, 18, 0, 12]
5, 100, [4, 11, 13, 20, 21], 14, 42, [6, 10, 5, 16, 18, 0, 12]
5, 100, [4, 11, 13, 20, 21], 21, -58, [6, 10, 5, 16, 18, 0, 12]
================================================== Simulated Game #105 ==================================================
0, 1500, [], 0, 1500, []
1, 1500, [], 0, 1500, []
1, 1500, [], 6, 1500, []
6, 1500, [], 6, 1500, []
6, 1500, [], 8, 1320, [8]
7, 1500, [], 8, 1320, [8]
7, 1500, [], 13, 1080, [8, 13]
14, 1500, [], 13, 1080, [8, 13]
14, 1500, [], 18, 780, [8, 13, 18]
19, 1500, [], 18, 780, [8, 13, 18]
19, 1500, [], 21, 780, [8, 13, 18]
3, 1400, [3], 21, 780, [8, 13, 18]
3, 1400, [3], 5, 780, [8, 13, 18]
6, 1260, [3, 6], 5, 780, [8, 13, 18]
6, 1260, [3, 6], 10, 780, [8, 13, 18]
10, 1260, [3, 6], 10, 780, [8, 13, 18]
10, 1260, [3, 6], 12, 560, [8, 13, 18, 12]
12, 1242, [3, 6], 12, 560, [8, 13, 18, 12]
12, 1242, [3, 6], 18, 560, [8, 13, 18, 12]
14, 982, [3, 6, 14], 18, 560, [8, 13, 18, 12]
14, 982, [3, 6, 14], 2, 560, [8, 13, 18, 12]
17, 682, [3, 6, 14, 17], 2, 560, [8, 13, 18, 12]
17, 682, [3, 6, 14, 17], 4, 440, [8, 13, 18, 12, 4]
1, 622, [3, 6, 14, 17, 1], 4, 440, [8, 13, 18, 12, 4]
1, 622, [3, 6, 14, 17, 1], 8, 440, [8, 13, 18, 12, 4]
3, 622, [3, 6, 14, 17, 1], 8, 440, [8, 13, 18, 12, 4]
3, 622, [3, 6, 14, 17, 1], 14, 418, [8, 13, 18, 12, 4]
4, 614, [3, 6, 14, 17, 1], 14, 418, [8, 13, 18, 12, 4]
4, 614, [3, 6, 14, 17, 1], 18, 418, [8, 13, 18, 12, 4]
10, 414, [3, 6, 14, 17, 1, 10], 18, 418, [8, 13, 18, 12, 4]
10, 414, [3, 6, 14, 17, 1, 10], 19, 98, [8, 13, 18, 12, 4, 19]
12, 396, [3, 6, 14, 17, 1, 10], 19, 98, [8, 13, 18, 12, 4, 19]
12, 396, [3, 6, 14, 17, 1, 10], 21, 98, [8, 13, 18, 12, 4, 19]
15, 136, [3, 6, 14, 17, 1, 10, 15], 21, 98, [8, 13, 18, 12, 4, 19]
15, 136, [3, 6, 14, 17, 1, 10, 15], 5, 98, [8, 13, 18, 12, 4, 19]
19, 108, [3, 6, 14, 17, 1, 10, 15], 5, 98, [8, 13, 18, 12, 4, 19]
19, 108, [3, 6, 14, 17, 1, 10, 15], 6, 88, [8, 13, 18, 12, 4, 19]
0, 108, [3, 6, 14, 17, 1, 10, 15], 6, 88, [8, 13, 18, 12, 4, 19]
0, 108, [3, 6, 14, 17, 1, 10, 15], 11, 88, [8, 13, 18, 12, 4, 19]
2, 8, [3, 6, 14, 17, 1, 10, 15, 2], 11, 88, [8, 13, 18, 12, 4, 19]
2, 8, [3, 6, 14, 17, 1, 10, 15, 2], 16, 88, [8, 13, 18, 12, 4, 19]
4, 0, [3, 6, 14, 17, 1, 10, 15, 2], 16, 88, [8, 13, 18, 12, 4, 19]
4, 0, [3, 6, 14, 17, 1, 10, 15, 2], 21, 88, [8, 13, 18, 12, 4, 19]
11, 0, [3, 6, 14, 17, 1, 10, 15, 2], 21, 88, [8, 13, 18, 12, 4, 19]
11, 0, [3, 6, 14, 17, 1, 10, 15, 2], 4, 88, [8, 13, 18, 12, 4, 19]
13, -20, [3, 6, 14, 17, 1, 10, 15, 2], 4, 88, [8, 13, 18, 12, 4, 19]
================================================== Simulated Game #106 ==================================================
0, 1500, [], 0, 1500, []
3, 1400, [3], 0, 1500, []
3, 1400, [3], 3, 1494, []
4, 1400, [3], 3, 1494, []
4, 1400, [3], 4, 1494, []
11, 1400, [3], 4, 1494, []
11, 1400, [3], 11, 1274, [11]
13, 1160, [3, 13], 11, 1274, [11]
13, 1160, [3, 13], 14, 1274, [11]
17, 1160, [3, 13], 14, 1274, [11]
17, 1160, [3, 13], 20, 924, [11, 20]
18, 860, [3, 13, 18], 20, 924, [11, 20]
18, 860, [3, 13, 18], 1, 924, [11, 20]
2, 760, [3, 13, 18, 2], 1, 924, [11, 20]
2, 760, [3, 13, 18, 2], 6, 924, [11, 20]
6, 760, [3, 13, 18, 2], 6, 924, [11, 20]
6, 760, [3, 13, 18, 2], 10, 724, [11, 20, 10]
9, 580, [3, 13, 18, 2, 9], 10, 724, [11, 20, 10]
9, 580, [3, 13, 18, 2, 9], 11, 724, [11, 20, 10]
15, 320, [3, 13, 18, 2, 9, 15], 11, 724, [11, 20, 10]
15, 320, [3, 13, 18, 2, 9, 15], 14, 464, [11, 20, 10, 14]
17, 320, [3, 13, 18, 2, 9, 15], 14, 464, [11, 20, 10, 14]
17, 320, [3, 13, 18, 2, 9, 15], 18, 438, [11, 20, 10, 14]
18, 320, [3, 13, 18, 2, 9, 15], 18, 438, [11, 20, 10, 14]
18, 320, [3, 13, 18, 2, 9, 15], 19, 438, [11, 20, 10, 14]
2, 320, [3, 13, 18, 2, 9, 15], 19, 438, [11, 20, 10, 14]
2, 320, [3, 13, 18, 2, 9, 15], 4, 318, [11, 20, 10, 14, 4]
8, 320, [3, 13, 18, 2, 9, 15], 4, 318, [11, 20, 10, 14, 4]
8, 320, [3, 13, 18, 2, 9, 15], 9, 304, [11, 20, 10, 14, 4]
11, 302, [3, 13, 18, 2, 9, 15], 9, 304, [11, 20, 10, 14, 4]
11, 302, [3, 13, 18, 2, 9, 15], 12, 304, [11, 20, 10, 14, 4]
14, 280, [3, 13, 18, 2, 9, 15], 12, 304, [11, 20, 10, 14, 4]
14, 280, [3, 13, 18, 2, 9, 15], 19, 304, [11, 20, 10, 14, 4]
19, 280, [3, 13, 18, 2, 9, 15], 19, 304, [11, 20, 10, 14, 4]
19, 280, [3, 13, 18, 2, 9, 15], 1, 244, [11, 20, 10, 14, 4, 1]
0, 280, [3, 13, 18, 2, 9, 15], 1, 244, [11, 20, 10, 14, 4, 1]
0, 280, [3, 13, 18, 2, 9, 15], 3, 238, [11, 20, 10, 14, 4, 1]
7, 280, [3, 13, 18, 2, 9, 15], 3, 238, [11, 20, 10, 14, 4, 1]
7, 280, [3, 13, 18, 2, 9, 15], 7, 78, [11, 20, 10, 14, 4, 1, 7]
8, 280, [3, 13, 18, 2, 9, 15], 7, 78, [11, 20, 10, 14, 4, 1, 7]
8, 280, [3, 13, 18, 2, 9, 15], 13, 58, [11, 20, 10, 14, 4, 1, 7]
15, 280, [3, 13, 18, 2, 9, 15], 13, 58, [11, 20, 10, 14, 4, 1, 7]
