P1_Pos, P1_Cash, P1_Props, P2_Pos, P2_Cash, P2_Props
================================================== Simulated Game #0 ==================================================
11, 178, [6, 20, 3, 18, 21], 14, 118, [2, 14, 19, 5, 9, 15]
17, 178, [6, 20, 3, 18, 21], 14, 118, [2, 14, 19, 5, 9, 15]
17, 178, [6, 20, 3, 18, 21], 19, 118, [2, 14, 19, 5, 9, 15]
0, 118, [6, 20, 3, 18, 21, 0], 19, 118, [2, 14, 19, 5, 9, 15]
0, 118, [6, 20, 3, 18, 21, 0], 3, 112, [2, 14, 19, 5, 9, 15]
3, 118, [6, 20, 3, 18, 21, 0], 3, 112, [2, 14, 19, 5, 9, 15]
3, 118, [6, 20, 3, 18, 21, 0], 7, 112, [2, 14, 19, 5, 9, 15]
4, 118, [6, 20, 3, 18, 21, 0], 7, 112, [2, 14, 19, 5, 9, 15]
4, 118, [6, 20, 3, 18, 21, 0], 14, 112, [2, 14, 19, 5, 9, 15]
8, 118, [6, 20, 3, 18, 21, 0], 14, 112, [2, 14, 19, 5, 9, 15]
8, 118, [6, 20, 3, 18, 21, 0], 16, 112, [2, 14, 19, 5, 9, 15]
14, 96, [6, 20, 3, 18, 21, 0], 16, 112, [2, 14, 19, 5, 9, 15]
14, 96, [6, 20, 3, 18, 21, 0], 17, 112, [2, 14, 19, 5, 9, 15]
17, 96, [6, 20, 3, 18, 21, 0], 17, 112, [2, 14, 19, 5, 9, 15]
17, 96, [6, 20, 3, 18, 21, 0], 21, 12, [2, 14, 19, 5, 9, 15]
2, 90, [6, 20, 3, 18, 21, 0], 21, 12, [2, 14, 19, 5, 9, 15]
2, 90, [6, 20, 3, 18, 21, 0], 5, 12, [2, 14, 19, 5, 9, 15]
3, 90, [6, 20, 3, 18, 21, 0], 5, 12, [2, 14, 19, 5, 9, 15]
3, 90, [6, 20, 3, 18, 21, 0], 8, 12, [2, 14, 19, 5, 9, 15]
4, 90, [6, 20, 3, 18, 21, 0], 8, 12, [2, 14, 19, 5, 9, 15]
4, 90, [6, 20, 3, 18, 21, 0], 11, 12, [2, 14, 19, 5, 9, 15]
5, 80, [6, 20, 3, 18, 21, 0], 11, 12, [2, 14, 19, 5, 9, 15]
5, 80, [6, 20, 3, 18, 21, 0], 17, 12, [2, 14, 19, 5, 9, 15]
10, 80, [6, 20, 3, 18, 21, 0], 17, 12, [2, 14, 19, 5, 9, 15]
10, 80, [6, 20, 3, 18, 21, 0], 2, 12, [2, 14, 19, 5, 9, 15]
13, 80, [6, 20, 3, 18, 21, 0], 2, 12, [2, 14, 19, 5, 9, 15]
13, 80, [6, 20, 3, 18, 21, 0], 8, 12, [2, 14, 19, 5, 9, 15]
18, 80, [6, 20, 3, 18, 21, 0], 8, 12, [2, 14, 19, 5, 9, 15]
18, 80, [6, 20, 3, 18, 21, 0], 13, 12, [2, 14, 19, 5, 9, 15]
20, 80, [6, 20, 3, 18, 21, 0], 13, 12, [2, 14, 19, 5, 9, 15]
20, 80, [6, 20, 3, 18, 21, 0], 19, 12, [2, 14, 19, 5, 9, 15]
4, 80, [6, 20, 3, 18, 21, 0], 19, 12, [2, 14, 19, 5, 9, 15]
4, 80, [6, 20, 3, 18, 21, 0], 0, 10, [2, 14, 19, 5, 9, 15]
6, 80, [6, 20, 3, 18, 21, 0], 0, 10, [2, 14, 19, 5, 9, 15]
6, 80, [6, 20, 3, 18, 21, 0], 5, 10, [2, 14, 19, 5, 9, 15]
7, 80, [6, 20, 3, 18, 21, 0], 5, 10, [2, 14, 19, 5, 9, 15]
7, 80, [6, 20, 3, 18, 21, 0], 6, 0, [2, 14, 19, 5, 9, 15]
10, 80, [6, 20, 3, 18, 21, 0], 6, 0, [2, 14, 19, 5, 9, 15]
10, 80, [6, 20, 3, 18, 21, 0], 12, 0, [2, 14, 19, 5, 9, 15]
13, 80, [6, 20, 3, 18, 21, 0], 12, 0, [2, 14, 19, 5, 9, 15]
13, 80, [6, 20, 3, 18, 21, 0], 19, 0, [2, 14, 19, 5, 9, 15]
18, 80, [6, 20, 3, 18, 21, 0], 19, 0, [2, 14, 19, 5, 9, 15]
18, 80, [6, 20, 3, 18, 21, 0], 0, -2, [2, 14, 19, 5, 9, 15]
================================================== Simulated Game #368 ==================================================
0, 1500, [], 0, 1500, []
6, 1500, [], 0, 1500, []
6, 1500, [], 4, 1500, []
8, 1320, [8], 4, 1500, []
8, 1320, [8], 8, 1486, []
10, 1320, [8], 8, 1486, []
10, 1320, [8], 12, 1266, [12]
15, 1320, [8], 12, 1266, [12]
15, 1320, [8], 17, 1266, [12]
20, 970, [8, 20], 17, 1266, [12]
20, 970, [8, 20], 18, 966, [12, 18]
1, 910, [8, 20, 1], 18, 966, [12, 18]
1, 910, [8, 20, 1], 0, 906, [12, 18, 0]
4, 910, [8, 20, 1], 0, 906, [12, 18, 0]
4, 910, [8, 20, 1], 2, 806, [12, 18, 0, 2]
9, 910, [8, 20, 1], 2, 806, [12, 18, 0, 2]
9, 910, [8, 20, 1], 9, 626, [12, 18, 0, 2, 9]
13, 910, [8, 20, 1], 9, 626, [12, 18, 0, 2, 9]
13, 910, [8, 20, 1], 11, 626, [12, 18, 0, 2, 9]
19, 590, [8, 20, 1, 19], 11, 626, [12, 18, 0, 2, 9]
19, 590, [8, 20, 1, 19], 14, 366, [12, 18, 0, 2, 9, 14]
4, 590, [8, 20, 1, 19], 14, 366, [12, 18, 0, 2, 9, 14]
4, 590, [8, 20, 1, 19], 20, 331, [12, 18, 0, 2, 9, 14]
9, 576, [8, 20, 1, 19], 20, 331, [12, 18, 0, 2, 9, 14]
9, 576, [8, 20, 1, 19], 4, 211, [12, 18, 0, 2, 9, 14, 4]
14, 554, [8, 20, 1, 19], 4, 211, [12, 18, 0, 2, 9, 14, 4]
14, 554, [8, 20, 1, 19], 6, 71, [12, 18, 0, 2, 9, 14, 4, 6]
16, 274, [8, 20, 1, 19, 16], 6, 71, [12, 18, 0, 2, 9, 14, 4, 6]
16, 274, [8, 20, 1, 19, 16], 7, 71, [12, 18, 0, 2, 9, 14, 4, 6]
20, 274, [8, 20, 1, 19, 16], 7, 71, [12, 18, 0, 2, 9, 14, 4, 6]
20, 274, [8, 20, 1, 19, 16], 14, 71, [12, 18, 0, 2, 9, 14, 4, 6]
21, 274, [8, 20, 1, 19, 16], 14, 71, [12, 18, 0, 2, 9, 14, 4, 6]
21, 274, [8, 20, 1, 19, 16], 17, 71, [12, 18, 0, 2, 9, 14, 4, 6]
0, 272, [8, 20, 1, 19, 16], 17, 71, [12, 18, 0, 2, 9, 14, 4, 6]
0, 272, [8, 20, 1, 19, 16], 20, 36, [12, 18, 0, 2, 9, 14, 4, 6]
4, 264, [8, 20, 1, 19, 16], 20, 36, [12, 18, 0, 2, 9, 14, 4, 6]
4, 264, [8, 20, 1, 19, 16], 4, 36, [12, 18, 0, 2, 9, 14, 4, 6]
7, 104, [8, 20, 1, 19, 16, 7], 4, 36, [12, 18, 0, 2, 9, 14, 4, 6]
7, 104, [8, 20, 1, 19, 16, 7], 8, 22, [12, 18, 0, 2, 9, 14, 4, 6]
14, 82, [8, 20, 1, 19, 16, 7], 8, 22, [12, 18, 0, 2, 9, 14, 4, 6]
14, 82, [8, 20, 1, 19, 16, 7], 12, 22, [12, 18, 0, 2, 9, 14, 4, 6]
17, 82, [8, 20, 1, 19, 16, 7], 12, 22, [12, 18, 0, 2, 9, 14, 4, 6]
17, 82, [8, 20, 1, 19, 16, 7], 17, 22, [12, 18, 0, 2, 9, 14, 4, 6]
21, 82, [8, 20, 1, 19, 16, 7], 17, 22, [12, 18, 0, 2, 9, 14, 4, 6]
21, 82, [8, 20, 1, 19, 16, 7], 18, 22, [12, 18, 0, 2, 9, 14, 4, 6]
4, 74, [8, 20, 1, 19, 16, 7], 18, 22, [12, 18, 0, 2, 9, 14, 4, 6]
4, 74, [8, 20, 1, 19, 16, 7], 1, 18, [12, 18, 0, 2, 9, 14, 4, 6]
11, 74, [8, 20, 1, 19, 16, 7], 1, 18, [12, 18, 0, 2, 9, 14, 4, 6]
11, 74, [8, 20, 1, 19, 16, 7], 7, 6, [12, 18, 0, 2, 9, 14, 4, 6]
14, 52, [8, 20, 1, 19, 16, 7], 7, 6, [12, 18, 0, 2, 9, 14, 4, 6]
14, 52, [8, 20, 1, 19, 16, 7], 14, 6, [12, 18, 0, 2, 9, 14, 4, 6]
19, 52, [8, 20, 1, 19, 16, 7], 14, 6, [12, 18, 0, 2, 9, 14, 4, 6]
19, 52, [8, 20, 1, 19, 16, 7], 17, 6, [12, 18, 0, 2, 9, 14, 4, 6]
21, 52, [8, 20, 1, 19, 16, 7], 17, 6, [12, 18, 0, 2, 9, 14, 4, 6]
21, 52, [8, 20, 1, 19, 16, 7], 20, -29, [12, 18, 0, 2, 9, 14, 4, 6]
================================================== Simulated Game #369 ==================================================
0, 1500, [], 0, 1500, []
1, 1500, [], 0, 1500, []
1, 1500, [], 5, 1360, [5]
4, 1500, [], 5, 1360, [5]
4, 1500, [], 11, 1360, [5]
6, 1360, [6], 11, 1360, [5]
6, 1360, [6], 14, 1360, [5]
9, 1360, [6], 14, 1360, [5]
9, 1360, [6], 17, 1360, [5]
10, 1360, [6], 17, 1360, [5]
10, 1360, [6], 18, 1360, [5]
17, 1060, [6, 17], 18, 1360, [5]
17, 1060, [6, 17], 19, 1360, [5]
21, 660, [6, 17, 21], 19, 1360, [5]
21, 660, [6, 17, 21], 3, 1360, [5]
4, 660, [6, 17, 21], 3, 1360, [5]
4, 660, [6, 17, 21], 7, 1200, [5, 7]
7, 648, [6, 17, 21], 7, 1200, [5, 7]
7, 648, [6, 17, 21], 14, 940, [5, 7, 14]
12, 648, [6, 17, 21], 14, 940, [5, 7, 14]
12, 648, [6, 17, 21], 20, 940, [5, 7, 14]
16, 648, [6, 17, 21], 20, 940, [5, 7, 14]
16, 648, [6, 17, 21], 1, 940, [5, 7, 14]
19, 328, [6, 17, 21, 19], 1, 940, [5, 7, 14]
19, 328, [6, 17, 21, 19], 7, 940, [5, 7, 14]
2, 228, [6, 17, 21, 19, 2], 7, 940, [5, 7, 14]
2, 228, [6, 17, 21, 19, 2], 9, 760, [5, 7, 14, 9]
8, 228, [6, 17, 21, 19, 2], 9, 760, [5, 7, 14, 9]
8, 228, [6, 17, 21, 19, 2], 11, 540, [5, 7, 14, 9, 11]
11, 210, [6, 17, 21, 19, 2], 11, 540, [5, 7, 14, 9, 11]
11, 210, [6, 17, 21, 19, 2], 16, 260, [5, 7, 14, 9, 11, 16]
12, 210, [6, 17, 21, 19, 2], 16, 260, [5, 7, 14, 9, 11, 16]
12, 210, [6, 17, 21, 19, 2], 1, 200, [5, 7, 14, 9, 11, 16, 1]
19, 210, [6, 17, 21, 19, 2], 1, 200, [5, 7, 14, 9, 11, 16, 1]
19, 210, [6, 17, 21, 19, 2], 2, 194, [5, 7, 14, 9, 11, 16, 1]
1, 206, [6, 17, 21, 19, 2], 2, 194, [5, 7, 14, 9, 11, 16, 1]
1, 206, [6, 17, 21, 19, 2], 6, 184, [5, 7, 14, 9, 11, 16, 1]
5, 196, [6, 17, 21, 19, 2], 6, 184, [5, 7, 14, 9, 11, 16, 1]
5, 196, [6, 17, 21, 19, 2], 10, 184, [5, 7, 14, 9, 11, 16, 1]
6, 196, [6, 17, 21, 19, 2], 10, 184, [5, 7, 14, 9, 11, 16, 1]
6, 196, [6, 17, 21, 19, 2], 16, 184, [5, 7, 14, 9, 11, 16, 1]
11, 178, [6, 17, 21, 19, 2], 16, 184, [5, 7, 14, 9, 11, 16, 1]
11, 178, [6, 17, 21, 19, 2], 19, 156, [5, 7, 14, 9, 11, 16, 1]
15, 178, [6, 17, 21, 19, 2], 19, 156, [5, 7, 14, 9, 11, 16, 1]
15, 178, [6, 17, 21, 19, 2], 2, 150, [5, 7, 14, 9, 11, 16, 1]
16, 154, [6, 17, 21, 19, 2], 2, 150, [5, 7, 14, 9, 11, 16, 1]
16, 154, [6, 17, 21, 19, 2], 4, 150, [5, 7, 14, 9, 11, 16, 1]
1, 150, [6, 17, 21, 19, 2], 4, 150, [5, 7, 14, 9, 11, 16, 1]
1, 150, [6, 17, 21, 19, 2], 11, 150, [5, 7, 14, 9, 11, 16, 1]
7, 138, [6, 17, 21, 19, 2], 11, 150, [5, 7, 14, 9, 11, 16, 1]
7, 138, [6, 17, 21, 19, 2], 18, 150, [5, 7, 14, 9, 11, 16, 1]
9, 124, [6, 17, 21, 19, 2], 18, 150, [5, 7, 14, 9, 11, 16, 1]
9, 124, [6, 17, 21, 19, 2], 20, 150, [5, 7, 14, 9, 11, 16, 1]
11, 106, [6, 17, 21, 19, 2], 20, 150, [5, 7, 14, 9, 11, 16, 1]
11, 106, [6, 17, 21, 19, 2], 5, 150, [5, 7, 14, 9, 11, 16, 1]
18, 106, [6, 17, 21, 19, 2], 5, 150, [5, 7, 14, 9, 11, 16, 1]
18, 106, [6, 17, 21, 19, 2], 11, 150, [5, 7, 14, 9, 11, 16, 1]
19, 106, [6, 17, 21, 19, 2], 11, 150, [5, 7, 14, 9, 11, 16, 1]
19, 106, [6, 17, 21, 19, 2], 18, 150, [5, 7, 14, 9, 11, 16, 1]
4, 106, [6, 17, 21, 19, 2], 18, 150, [5, 7, 14, 9, 11, 16, 1]
4, 106, [6, 17, 21, 19, 2], 2, 144, [5, 7, 14, 9, 11, 16, 1]
7, 94, [6, 17, 21, 19, 2], 2, 144, [5, 7, 14, 9, 11, 16, 1]
7, 94, [6, 17, 21, 19, 2], 7, 144, [5, 7, 14, 9, 11, 16, 1]
10, 94, [6, 17, 21, 19, 2], 7, 144, [5, 7, 14, 9, 11, 16, 1]
10, 94, [6, 17, 21, 19, 2], 8, 144, [5, 7, 14, 9, 11, 16, 1]
17, 94, [6, 17, 21, 19, 2], 8, 144, [5, 7, 14, 9, 11, 16, 1]
17, 94, [6, 17, 21, 19, 2], 9, 144, [5, 7, 14, 9, 11, 16, 1]
18, 94, [6, 17, 21, 19, 2], 9, 144, [5, 7, 14, 9, 11, 16, 1]
18, 94, [6, 17, 21, 19, 2], 15, 144, [5, 7, 14, 9, 11, 16, 1]
3, 94, [6, 17, 21, 19, 2], 15, 144, [5, 7, 14, 9, 11, 16, 1]
3, 94, [6, 17, 21, 19, 2], 18, 144, [5, 7, 14, 9, 11, 16, 1]
6, 94, [6, 17, 21, 19, 2], 18, 144, [5, 7, 14, 9, 11, 16, 1]
6, 94, [6, 17, 21, 19, 2], 20, 144, [5, 7, 14, 9, 11, 16, 1]
7, 82, [6, 17, 21, 19, 2], 20, 144, [5, 7, 14, 9, 11, 16, 1]
7, 82, [6, 17, 21, 19, 2], 1, 144, [5, 7, 14, 9, 11, 16, 1]
12, 82, [6, 17, 21, 19, 2], 1, 144, [5, 7, 14, 9, 11, 16, 1]
12, 82, [6, 17, 21, 19, 2], 4, 24, [5, 7, 14, 9, 11, 16, 1, 4]
17, 82, [6, 17, 21, 19, 2], 4, 24, [5, 7, 14, 9, 11, 16, 1, 4]
17, 82, [6, 17, 21, 19, 2], 9, 24, [5, 7, 14, 9, 11, 16, 1, 4]
18, 82, [6, 17, 21, 19, 2], 9, 24, [5, 7, 14, 9, 11, 16, 1, 4]
18, 82, [6, 17, 21, 19, 2], 15, 24, [5, 7, 14, 9, 11, 16, 1, 4]
19, 82, [6, 17, 21, 19, 2], 15, 24, [5, 7, 14, 9, 11, 16, 1, 4]
19, 82, [6, 17, 21, 19, 2], 16, 24, [5, 7, 14, 9, 11, 16, 1, 4]
21, 82, [6, 17, 21, 19, 2], 16, 24, [5, 7, 14, 9, 11, 16, 1, 4]
21, 82, [6, 17, 21, 19, 2], 1, 24, [5, 7, 14, 9, 11, 16, 1, 4]
2, 82, [6, 17, 21, 19, 2], 1, 24, [5, 7, 14, 9, 11, 16, 1, 4]
2, 82, [6, 17, 21, 19, 2], 7, 24, [5, 7, 14, 9, 11, 16, 1, 4]
4, 74, [6, 17, 21, 19, 2], 7, 24, [5, 7, 14, 9, 11, 16, 1, 4]
4, 74, [6, 17, 21, 19, 2], 14, 24, [5, 7, 14, 9, 11, 16, 1, 4]
11, 56, [6, 17, 21, 19, 2], 14, 24, [5, 7, 14, 9, 11, 16, 1, 4]
11, 56, [6, 17, 21, 19, 2], 15, 24, [5, 7, 14, 9, 11, 16, 1, 4]
17, 56, [6, 17, 21, 19, 2], 15, 24, [5, 7, 14, 9, 11, 16, 1, 4]
17, 56, [6, 17, 21, 19, 2], 18, 24, [5, 7, 14, 9, 11, 16, 1, 4]
18, 56, [6, 17, 21, 19, 2], 18, 24, [5, 7, 14, 9, 11, 16, 1, 4]
18, 56, [6, 17, 21, 19, 2], 2, 18, [5, 7, 14, 9, 11, 16, 1, 4]
3, 56, [6, 17, 21, 19, 2], 2, 18, [5, 7, 14, 9, 11, 16, 1, 4]
3, 56, [6, 17, 21, 19, 2], 6, 8, [5, 7, 14, 9, 11, 16, 1, 4]
9, 42, [6, 17, 21, 19, 2], 6, 8, [5, 7, 14, 9, 11, 16, 1, 4]
9, 42, [6, 17, 21, 19, 2], 10, 8, [5, 7, 14, 9, 11, 16, 1, 4]
12, 42, [6, 17, 21, 19, 2], 10, 8, [5, 7, 14, 9, 11, 16, 1, 4]
12, 42, [6, 17, 21, 19, 2], 17, -18, [5, 7, 14, 9, 11, 16, 1, 4]
================================================== Simulated Game #370 ==================================================
0, 1500, [], 0, 1500, []
2, 1400, [2], 0, 1500, []
2, 1400, [2], 3, 1500, []
8, 1220, [2, 8], 3, 1500, []
8, 1220, [2, 8], 9, 1320, [9]
13, 1220, [2, 8], 9, 1320, [9]
13, 1220, [2, 8], 14, 1320, [9]
17, 920, [2, 8, 17], 14, 1320, [9]
17, 920, [2, 8, 17], 15, 1060, [9, 15]
19, 920, [2, 8, 17], 15, 1060, [9, 15]
19, 920, [2, 8, 17], 19, 1060, [9, 15]
2, 920, [2, 8, 17], 19, 1060, [9, 15]
2, 920, [2, 8, 17], 3, 960, [9, 15, 3]
4, 920, [2, 8, 17], 3, 960, [9, 15, 3]
4, 920, [2, 8, 17], 6, 960, [9, 15, 3]
10, 920, [2, 8, 17], 6, 960, [9, 15, 3]
10, 920, [2, 8, 17], 13, 960, [9, 15, 3]
11, 700, [2, 8, 17, 11], 13, 960, [9, 15, 3]
11, 700, [2, 8, 17, 11], 17, 934, [9, 15, 3]
17, 700, [2, 8, 17, 11], 17, 934, [9, 15, 3]
17, 700, [2, 8, 17, 11], 21, 534, [9, 15, 3, 21]
2, 700, [2, 8, 17, 11], 21, 534, [9, 15, 3, 21]
2, 700, [2, 8, 17, 11], 1, 474, [9, 15, 3, 21, 1]
3, 694, [2, 8, 17, 11], 1, 474, [9, 15, 3, 21, 1]
3, 694, [2, 8, 17, 11], 6, 334, [9, 15, 3, 21, 1, 6]
8, 694, [2, 8, 17, 11], 6, 334, [9, 15, 3, 21, 1, 6]
8, 694, [2, 8, 17, 11], 13, 94, [9, 15, 3, 21, 1, 6, 13]
11, 694, [2, 8, 17, 11], 13, 94, [9, 15, 3, 21, 1, 6, 13]
11, 694, [2, 8, 17, 11], 19, 94, [9, 15, 3, 21, 1, 6, 13]
12, 474, [2, 8, 17, 11, 12], 19, 94, [9, 15, 3, 21, 1, 6, 13]
12, 474, [2, 8, 17, 11, 12], 4, 94, [9, 15, 3, 21, 1, 6, 13]
16, 194, [2, 8, 17, 11, 12, 16], 4, 94, [9, 15, 3, 21, 1, 6, 13]
16, 194, [2, 8, 17, 11, 12, 16], 11, 76, [9, 15, 3, 21, 1, 6, 13]
18, 194, [2, 8, 17, 11, 12, 16], 11, 76, [9, 15, 3, 21, 1, 6, 13]
18, 194, [2, 8, 17, 11, 12, 16], 17, 50, [9, 15, 3, 21, 1, 6, 13]
3, 188, [2, 8, 17, 11, 12, 16], 17, 50, [9, 15, 3, 21, 1, 6, 13]
3, 188, [2, 8, 17, 11, 12, 16], 2, 44, [9, 15, 3, 21, 1, 6, 13]
7, 28, [2, 8, 17, 11, 12, 16, 7], 2, 44, [9, 15, 3, 21, 1, 6, 13]
7, 28, [2, 8, 17, 11, 12, 16, 7], 8, 30, [9, 15, 3, 21, 1, 6, 13]
11, 28, [2, 8, 17, 11, 12, 16, 7], 8, 30, [9, 15, 3, 21, 1, 6, 13]
11, 28, [2, 8, 17, 11, 12, 16, 7], 10, 30, [9, 15, 3, 21, 1, 6, 13]
13, 8, [2, 8, 17, 11, 12, 16, 7], 10, 30, [9, 15, 3, 21, 1, 6, 13]
13, 8, [2, 8, 17, 11, 12, 16, 7], 15, 30, [9, 15, 3, 21, 1, 6, 13]
20, 8, [2, 8, 17, 11, 12, 16, 7], 15, 30, [9, 15, 3, 21, 1, 6, 13]
20, 8, [2, 8, 17, 11, 12, 16, 7], 18, 30, [9, 15, 3, 21, 1, 6, 13]
0, 8, [2, 8, 17, 11, 12, 16, 7], 18, 30, [9, 15, 3, 21, 1, 6, 13]
0, 8, [2, 8, 17, 11, 12, 16, 7], 0, 30, [9, 15, 3, 21, 1, 6, 13]
5, 8, [2, 8, 17, 11, 12, 16, 7], 0, 30, [9, 15, 3, 21, 1, 6, 13]
5, 8, [2, 8, 17, 11, 12, 16, 7], 2, 24, [9, 15, 3, 21, 1, 6, 13]
12, 8, [2, 8, 17, 11, 12, 16, 7], 2, 24, [9, 15, 3, 21, 1, 6, 13]
12, 8, [2, 8, 17, 11, 12, 16, 7], 6, 24, [9, 15, 3, 21, 1, 6, 13]
17, 8, [2, 8, 17, 11, 12, 16, 7], 6, 24, [9, 15, 3, 21, 1, 6, 13]
17, 8, [2, 8, 17, 11, 12, 16, 7], 12, 6, [9, 15, 3, 21, 1, 6, 13]
20, 8, [2, 8, 17, 11, 12, 16, 7], 12, 6, [9, 15, 3, 21, 1, 6, 13]
20, 8, [2, 8, 17, 11, 12, 16, 7], 17, -20, [9, 15, 3, 21, 1, 6, 13]
================================================== Simulated Game #371 ==================================================
0, 1500, [], 0, 1500, []
5, 1500, [], 0, 1500, []
5, 1500, [], 5, 1360, [5]
6, 1360, [6], 5, 1360, [5]
6, 1360, [6], 7, 1360, [5]
9, 1360, [6], 7, 1360, [5]
9, 1360, [6], 9, 1360, [5]
12, 1360, [6], 9, 1360, [5]
12, 1360, [6], 10, 1360, [5]
17, 1060, [6, 17], 10, 1360, [5]
17, 1060, [6, 17], 14, 1100, [5, 14]
18, 1060, [6, 17], 14, 1100, [5, 14]
18, 1060, [6, 17], 18, 800, [5, 14, 18]
1, 1000, [6, 17, 1], 18, 800, [5, 14, 18]
1, 1000, [6, 17, 1], 1, 796, [5, 14, 18]
5, 990, [6, 17, 1], 1, 796, [5, 14, 18]
5, 990, [6, 17, 1], 8, 616, [5, 14, 18, 8]
10, 990, [6, 17, 1], 8, 616, [5, 14, 18, 8]
10, 990, [6, 17, 1], 10, 416, [5, 14, 18, 8, 10]
15, 730, [6, 17, 1, 15], 10, 416, [5, 14, 18, 8, 10]
15, 730, [6, 17, 1, 15], 13, 176, [5, 14, 18, 8, 10, 13]
19, 730, [6, 17, 1, 15], 13, 176, [5, 14, 18, 8, 10, 13]
19, 730, [6, 17, 1, 15], 15, 154, [5, 14, 18, 8, 10, 13]
3, 630, [6, 17, 1, 15, 3], 15, 154, [5, 14, 18, 8, 10, 13]
3, 630, [6, 17, 1, 15, 3], 18, 154, [5, 14, 18, 8, 10, 13]
4, 630, [6, 17, 1, 15, 3], 18, 154, [5, 14, 18, 8, 10, 13]
4, 630, [6, 17, 1, 15, 3], 20, 154, [5, 14, 18, 8, 10, 13]
7, 470, [6, 17, 1, 15, 3, 7], 20, 154, [5, 14, 18, 8, 10, 13]
7, 470, [6, 17, 1, 15, 3, 7], 5, 154, [5, 14, 18, 8, 10, 13]
10, 454, [6, 17, 1, 15, 3, 7], 5, 154, [5, 14, 18, 8, 10, 13]
10, 454, [6, 17, 1, 15, 3, 7], 6, 144, [5, 14, 18, 8, 10, 13]
12, 454, [6, 17, 1, 15, 3, 7], 6, 144, [5, 14, 18, 8, 10, 13]
12, 454, [6, 17, 1, 15, 3, 7], 8, 144, [5, 14, 18, 8, 10, 13]
17, 454, [6, 17, 1, 15, 3, 7], 8, 144, [5, 14, 18, 8, 10, 13]
17, 454, [6, 17, 1, 15, 3, 7], 10, 144, [5, 14, 18, 8, 10, 13]
2, 354, [6, 17, 1, 15, 3, 7, 2], 10, 144, [5, 14, 18, 8, 10, 13]
2, 354, [6, 17, 1, 15, 3, 7, 2], 17, 118, [5, 14, 18, 8, 10, 13]
3, 354, [6, 17, 1, 15, 3, 7, 2], 17, 118, [5, 14, 18, 8, 10, 13]
3, 354, [6, 17, 1, 15, 3, 7, 2], 20, 118, [5, 14, 18, 8, 10, 13]
5, 344, [6, 17, 1, 15, 3, 7, 2], 20, 118, [5, 14, 18, 8, 10, 13]
5, 344, [6, 17, 1, 15, 3, 7, 2], 1, 114, [5, 14, 18, 8, 10, 13]
7, 344, [6, 17, 1, 15, 3, 7, 2], 1, 114, [5, 14, 18, 8, 10, 13]
7, 344, [6, 17, 1, 15, 3, 7, 2], 4, 114, [5, 14, 18, 8, 10, 13]
13, 324, [6, 17, 1, 15, 3, 7, 2], 4, 114, [5, 14, 18, 8, 10, 13]
13, 324, [6, 17, 1, 15, 3, 7, 2], 7, 102, [5, 14, 18, 8, 10, 13]
14, 302, [6, 17, 1, 15, 3, 7, 2], 7, 102, [5, 14, 18, 8, 10, 13]
14, 302, [6, 17, 1, 15, 3, 7, 2], 12, 102, [5, 14, 18, 8, 10, 13]
21, 302, [6, 17, 1, 15, 3, 7, 2], 12, 102, [5, 14, 18, 8, 10, 13]
21, 302, [6, 17, 1, 15, 3, 7, 2], 16, 102, [5, 14, 18, 8, 10, 13]
0, 242, [6, 17, 1, 15, 3, 7, 2, 0], 16, 102, [5, 14, 18, 8, 10, 13]
0, 242, [6, 17, 1, 15, 3, 7, 2, 0], 0, 98, [5, 14, 18, 8, 10, 13]
6, 242, [6, 17, 1, 15, 3, 7, 2, 0], 0, 98, [5, 14, 18, 8, 10, 13]
6, 242, [6, 17, 1, 15, 3, 7, 2, 0], 6, 88, [5, 14, 18, 8, 10, 13]
9, 62, [6, 17, 1, 15, 3, 7, 2, 0, 9], 6, 88, [5, 14, 18, 8, 10, 13]
9, 62, [6, 17, 1, 15, 3, 7, 2, 0, 9], 13, 88, [5, 14, 18, 8, 10, 13]
14, 40, [6, 17, 1, 15, 3, 7, 2, 0, 9], 13, 88, [5, 14, 18, 8, 10, 13]
14, 40, [6, 17, 1, 15, 3, 7, 2, 0, 9], 19, 88, [5, 14, 18, 8, 10, 13]
19, 40, [6, 17, 1, 15, 3, 7, 2, 0, 9], 19, 88, [5, 14, 18, 8, 10, 13]
19, 40, [6, 17, 1, 15, 3, 7, 2, 0, 9], 1, 80, [5, 14, 18, 8, 10, 13]
1, 40, [6, 17, 1, 15, 3, 7, 2, 0, 9], 1, 80, [5, 14, 18, 8, 10, 13]
1, 40, [6, 17, 1, 15, 3, 7, 2, 0, 9], 3, 74, [5, 14, 18, 8, 10, 13]
7, 40, [6, 17, 1, 15, 3, 7, 2, 0, 9], 3, 74, [5, 14, 18, 8, 10, 13]
7, 40, [6, 17, 1, 15, 3, 7, 2, 0, 9], 6, 64, [5, 14, 18, 8, 10, 13]
14, 18, [6, 17, 1, 15, 3, 7, 2, 0, 9], 6, 64, [5, 14, 18, 8, 10, 13]
14, 18, [6, 17, 1, 15, 3, 7, 2, 0, 9], 11, 64, [5, 14, 18, 8, 10, 13]
19, 18, [6, 17, 1, 15, 3, 7, 2, 0, 9], 11, 64, [5, 14, 18, 8, 10, 13]
19, 18, [6, 17, 1, 15, 3, 7, 2, 0, 9], 16, 64, [5, 14, 18, 8, 10, 13]
